id,className,classId,dimData
1,iris,1,"0.200648,0.383609,0.810085"
1,iris,1,"0.103709,0.896499,0.0727309"
1,iris,1,"0.851898,0.100876,0.119773"
1,iris,1,"0.914672,0.703324,0.810085"
1,iris,1,"0.705036,0.290679,0.0727309"
1,iris,1,"0.892441,0.101874,0.102397"
1,iris,1,"0.398461,0.599545,0.0727309"
1,iris,1,"0.185769,0.813826,0.0727309"
1,iris,1,"0.947075,0.0468322,0.0727309"
1,iris,1,"0.631821,0.576673,0.818125"
1,iris,1,"0.0860728,0.752889,0.077619"
1,iris,1,"0.305835,0.430708,0.810085"
1,iris,1,"0.219622,0.392105,0.810085"
1,iris,1,"0.273123,0.416061,0.82757"
1,iris,1,"0.653982,0.342115,0.21556"
1,iris,1,"0.0659717,0.323306,0.810085"
1,iris,1,"0.00317512,0.997784,0.0727309"
1,iris,1,"0.680307,0.315594,0"
1,iris,1,"0.370654,0.459732,0.810085"
1,iris,1,"0.298451,0.427402,0.810085"
1,iris,1,"0.503075,0.49415,0.0709238"
1,iris,1,"0.601242,0.562981,0.801181"
1,iris,1,"0.939839,0.714593,0.810085"
1,iris,1,"0.950572,0.0433086,0.0727309"
1,iris,1,"0.78439,0.210732,0.0413399"
1,iris,1,"0.132313,0.867682,0.0727309"
1,iris,1,"0.870715,0.123762,0.0984098"
1,iris,1,"0.431258,0.486868,0.82945"
1,iris,1,"0.694609,0.301185,0.0727309"
1,iris,1,"0.490467,0.51338,0.881184"
1,iris,1,"0.290138,0.423679,0.85"
1,iris,1,"0.343848,0.447729,0.810085"
1,iris,1,"0.388559,0.467749,0.810085"
1,iris,1,"0.461851,0.535681,0.0382127"
1,iris,1,"0.283503,0.715362,0.0895661"
1,iris,1,"0.908865,0.105424,0.102397"
1,iris,1,"0.502929,0.494296,0.0709238"
1,iris,1,"0.873074,0.684698,0.810085"
1,iris,1,"0.871039,0.649397,0.866102"
1,iris,1,"0.216636,0.390768,0.810085"
1,iris,1,"0.0313782,0.96937,0.0727309"
1,iris,1,"0.449619,0.548005,0.0984474"
1,iris,1,"0.649005,0.347129,0.0727309"
1,iris,1,"0.234705,0.398859,0.810085"
1,iris,1,"0.242402,0.75677,0.0698585"
1,iris,1,"0.583394,0.554989,0.810085"
1,iris,1,"0.178033,0.82162,0.0727309"
1,iris,1,"0.837873,0.122671,0.0478543"
1,iris,1,"0.142049,0.357371,0.810085"
1,iris,1,"0.70327,0.292459,0.0727309"
1,iris,1,"0.350362,0.648003,0.0727309"
1,iris,1,"0.320799,0.677787,0.0727309"
1,iris,1,"0.601053,0.395439,0.0727309"
1,iris,1,"0.0458611,0.314301,0.810085"
1,iris,1,"0.946362,0.0475499,0.0727309"
1,iris,1,"0.793589,0.201465,0.0413399"
1,iris,1,"0.323139,0.675429,0.0727309"
1,iris,1,"0.75536,0.63199,0.810085"
1,iris,1,"0.483202,0.5564,0.0777514"
1,iris,1,"0.157945,0.841858,0.0727309"
1,iris,1,"0.26367,0.735343,0.0799791"
1,iris,1,"0.165166,0.367722,0.810085"
1,iris,1,"0.268859,0.407246,0.817711"
1,iris,1,"0.143796,0.358153,0.810085"
1,iris,1,"0.775755,0.219432,0.0655557"
1,iris,1,"0.114075,0.886055,0.0727309"
1,iris,1,"0.603073,0.393404,0.0727309"
1,iris,1,"0.03446,0.966265,0.0727309"
1,iris,1,"0.493531,0.514752,0.810085"
1,iris,1,"0.0622962,0.32166,0.810085"
1,iris,1,"0.628971,0.575397,0.814815"
1,iris,1,"0.482488,0.509807,0.800385"
1,iris,1,"0.816239,0.659249,0.810085"
1,iris,1,"0.81669,0.178191,0.072821"
1,iris,1,"0.245179,0.403549,0.781569"
1,iris,1,"0.479727,0.508571,0.786217"
1,iris,1,"0.269628,0.72934,0.0887486"
1,iris,1,"0.623187,0.570781,0.811824"
1,iris,1,"0.857769,0.136805,0.0344083"
1,iris,1,"0.425349,0.572456,0.0727309"
1,iris,1,"0.471614,0.504938,0.786473"
1,iris,1,"0.122385,0.877684,0.0727309"
1,iris,1,"0.0667257,0.933759,0.0727309"
1,iris,1,"0.0287938,0.971974,0.0727309"
1,iris,1,"0.0905988,0.334333,0.810085"
1,iris,1,"0.782629,0.212507,0.0413399"
1,iris,1,"0.687512,0.308334,0.0727309"
1,iris,1,"0.0592921,0.941248,0.0727309"
1,iris,1,"0.379281,0.618869,0.0727309"
1,iris,1,"0.771423,0.639182,0.810085"
1,iris,1,"0.41264,0.478532,0.810085"
1,iris,1,"0.455997,0.469471,0.676198"
1,iris,1,"0.431492,0.486973,0.82945"
1,iris,1,"0.59978,0.396722,0.0727309"
1,iris,1,"0.65286,0.343246,0.21556"
1,iris,1,"0.472381,0.525073,0.084513"
1,iris,1,"0.60576,0.390698,0.0727309"
1,iris,1,"0.0963582,0.903905,0.0727309"
1,iris,1,"0.54513,0.45178,0.0727309"
1,iris,1,"0.964726,0.725736,0.810085"
