id,className,classId,dimData
1,Iris-sea,1,"0.200648,0.383609,0.83205,0.5547,0.5547"
1,Iris-sea,1,"0.103709,0.896499,0.5547,-0.83205,-0.83205"
1,Iris-sea,1,"0.851898,0.100876,0.668649,-0.743578,-0.743578"
1,Iris-sea,1,"0.914672,0.703324,0.83205,0.5547,0.5547"
1,Iris-sea,1,"0.705036,0.290679,0.5547,-0.83205,-0.83205"
1,Iris-sea,1,"0.892441,0.101874,0.630417,-0.776257,-0.776257"
1,Iris-sea,1,"0.398461,0.599545,0.5547,-0.83205,-0.83205"
1,Iris-sea,1,"0.185769,0.813826,0.5547,-0.83205,-0.83205"
1,Iris-sea,1,"0.947075,0.0468322,0.5547,-0.83205,-0.83205"
1,Iris-sea,1,"0.631821,0.576673,0.821769,0.56982,0.56982"
1,Iris-sea,1,"0.0860728,0.752889,0.568248,-0.822857,-0.822857"
1,Iris-sea,1,"0.305835,0.430708,0.83205,0.5547,0.5547"
1,Iris-sea,1,"0.219622,0.392105,0.83205,0.5547,0.5547"
1,Iris-sea,1,"0.273123,0.416061,0.809163,0.587585,0.587585"
1,Iris-sea,1,"0.653982,0.342115,0.826164,-0.56343,-0.56343"
1,Iris-sea,1,"0.0659717,0.323306,0.83205,0.5547,0.5547"
1,Iris-sea,1,"0.00317512,0.997784,0.5547,-0.83205,-0.83205"
1,Iris-sea,1,"0.680307,0.315594,0.247703,-0.968836,-0.968836"
1,Iris-sea,1,"0.370654,0.459732,0.83205,0.5547,0.5547"
1,Iris-sea,1,"0.298451,0.427402,0.83205,0.5547,0.5547"
1,Iris-sea,1,"0.503075,0.49415,0.549568,-0.835449,-0.835449"
1,Iris-sea,1,"0.601242,0.562981,0.842975,0.537953,0.537953"
1,Iris-sea,1,"0.939839,0.714593,0.83205,0.5547,0.5547"
1,Iris-sea,1,"0.950572,0.0433086,0.5547,-0.83205,-0.83205"
1,Iris-sea,1,"0.78439,0.210732,0.453831,-0.891088,-0.891088"
1,Iris-sea,1,"0.132313,0.867682,0.5547,-0.83205,-0.83205"
1,Iris-sea,1,"0.870715,0.123762,0.621069,-0.783756,-0.783756"
1,Iris-sea,1,"0.431258,0.486868,0.806583,0.591121,0.591121"
1,Iris-sea,1,"0.694609,0.301185,0.5547,-0.83205,-0.83205"
1,Iris-sea,1,"0.490467,0.51338,0.725315,0.688418,0.688418"
1,Iris-sea,1,"0.290138,0.423679,0.776782,0.629769,0.629769"
1,Iris-sea,1,"0.343848,0.447729,0.83205,0.5547,0.5547"
1,Iris-sea,1,"0.388559,0.467749,0.83205,0.5547,0.5547"
1,Iris-sea,1,"0.461851,0.535681,0.442093,-0.896969,-0.896969"
1,Iris-sea,1,"0.283503,0.715362,0.599482,-0.800388,-0.800388"
1,Iris-sea,1,"0.908865,0.105424,0.630417,-0.776257,-0.776257"
1,Iris-sea,1,"0.502929,0.494296,0.549568,-0.835449,-0.835449"
1,Iris-sea,1,"0.873074,0.684698,0.83205,0.5547,0.5547"
1,Iris-sea,1,"0.871039,0.649397,0.75122,0.660052,0.660052"
1,Iris-sea,1,"0.216636,0.390768,0.83205,0.5547,0.5547"
1,Iris-sea,1,"0.0313782,0.96937,0.5547,-0.83205,-0.83205"
1,Iris-sea,1,"0.449619,0.548005,0.621159,-0.783685,-0.783685"
1,Iris-sea,1,"0.649005,0.347129,0.5547,-0.83205,-0.83205"
1,Iris-sea,1,"0.234705,0.398859,0.83205,0.5547,0.5547"
1,Iris-sea,1,"0.242402,0.75677,0.54651,-0.837452,-0.837452"
1,Iris-sea,1,"0.583394,0.554989,0.83205,0.5547,0.5547"
1,Iris-sea,1,"0.178033,0.82162,0.5547,-0.83205,-0.83205"
1,Iris-sea,1,"0.837873,0.122671,0.477124,-0.878836,-0.878836"
